relative_path,major,path_category,category,factory,kind,action,file_size,modified_at,reason,absolute_path
室内照明/磁吸灯/汇盈聚/磁吸灯 推广/发客户/WELLUX Magnetic system Catalog 2021-12.pdf,室内照明,磁吸灯,磁吸灯,汇盈聚,catalog,create,2278468,2021-12-02T07:32:00.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/磁吸灯/汇盈聚/磁吸灯 推广/发客户/WELLUX Magnetic system Catalog 2021-12.pdf
室内照明/磁吸灯/汇盈聚/磁吸灯 推广/发客户/Wellux Quotation of  Magnetic 20 Series-2021.12.2.pdf,室内照明,磁吸灯,磁吸灯,汇盈聚,quotation,create,1665892,2021-12-02T07:30:26.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/磁吸灯/汇盈聚/磁吸灯 推广/发客户/Wellux Quotation of  Magnetic 20 Series-2021.12.2.pdf
室内照明/磁吸灯/汇盈聚/磁吸灯 推广/发客户/Wellux-Round Magnetic Lighting System Quotation-2021-12-2.pdf,室内照明,磁吸灯,磁吸灯,汇盈聚,quotation,create,1045745,2021-12-02T07:33:32.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/磁吸灯/汇盈聚/磁吸灯 推广/发客户/Wellux-Round Magnetic Lighting System Quotation-2021-12-2.pdf
室内照明/磁吸灯/汇盈聚/汇盈聚超薄轨道灯/汇盈聚 磁吸灯最新报价 20230106/SI LI汇盈聚17-30-35超薄磁吸报价2022-09.pdf,室内照明,磁吸灯,磁吸灯,汇盈聚,quotation,create,660036,2022-09-26T01:45:50.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/磁吸灯/汇盈聚/汇盈聚超薄轨道灯/汇盈聚 磁吸灯最新报价 20230106/SI LI汇盈聚17-30-35超薄磁吸报价2022-09.pdf
室内照明/磁吸灯/汇盈聚/汇盈聚超薄轨道灯/受通— 一种超薄组合式轨道灯-CN2022223639378-汇盈聚.pdf,室内照明,磁吸灯,磁吸灯,汇盈聚,other,create,79897,2022-09-19T11:21:29.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/磁吸灯/汇盈聚/汇盈聚超薄轨道灯/受通— 一种超薄组合式轨道灯-CN2022223639378-汇盈聚.pdf
室内照明/磁吸灯/汇盈聚/汇盈聚超薄轨道灯/受通— 一种组合式超薄侧导电灯具-CN2022110844487-汇盈聚.pdf,室内照明,磁吸灯,磁吸灯,汇盈聚,other,create,78530,2022-09-19T11:21:23.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/磁吸灯/汇盈聚/汇盈聚超薄轨道灯/受通— 一种组合式超薄侧导电灯具-CN2022110844487-汇盈聚.pdf
室内照明/磁吸灯/汇盈聚/汇盈聚超薄轨道灯/hrh-汇盈聚-灯具导轨（四线）-2022303603951-专利申请受理通知书.pdf,室内照明,磁吸灯,磁吸灯,汇盈聚,other,create,40551,2022-09-19T11:21:48.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/磁吸灯/汇盈聚/汇盈聚超薄轨道灯/hrh-汇盈聚-灯具导轨（四线）-2022303603951-专利申请受理通知书.pdf
室内照明/磁吸灯/汇盈聚/汇盈聚超薄轨道灯/hrh-汇盈聚-一种轨道灯具组件-2022214740904-专利申请受理通知书.pdf,室内照明,磁吸灯,磁吸灯,汇盈聚,other,create,43930,2022-09-19T11:21:54.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/磁吸灯/汇盈聚/汇盈聚超薄轨道灯/hrh-汇盈聚-一种轨道灯具组件-2022214740904-专利申请受理通知书.pdf
室内照明/磁吸灯/汇盈聚/汇盈聚超薄轨道灯/Ultra Thin LED Magnetic Track Light - Wellux - 20220926.pdf,室内照明,磁吸灯,磁吸灯,汇盈聚,other,create,274919,2022-09-26T10:25:42.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/磁吸灯/汇盈聚/汇盈聚超薄轨道灯/Ultra Thin LED Magnetic Track Light - Wellux - 20220926.pdf
室内照明/磁吸灯/汇盈聚/新款 M05+S06/5mm Magnetic Track Light 2024.pdf,室内照明,磁吸灯,磁吸灯,汇盈聚,other,create,1608935,2024-10-23T09:40:11.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/磁吸灯/汇盈聚/新款 M05+S06/5mm Magnetic Track Light 2024.pdf
室内照明/磁吸灯/汇盈聚/新款 M05+S06/M05 画册和视频更新 2026/MAG - 05 Magnetic Track System Series Catalogue - Wellux.pdf,室内照明,磁吸灯,磁吸灯,汇盈聚,catalog,create,41184030,2026-03-30T02:15:07.150Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/磁吸灯/汇盈聚/新款 M05+S06/M05 画册和视频更新 2026/MAG - 05 Magnetic Track System Series Catalogue - Wellux.pdf
室内照明/大面板/进成/报价单 明装打眼款260404(2).pdf,室内照明,大面板,面板灯,进成,quotation,create,173486,2026-04-15T02:31:22.290Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/大面板/进成/报价单 明装打眼款260404(2).pdf
室内照明/大面板/瑞鑫/20240524画册  压缩版.pdf,室内照明,大面板,面板灯,瑞鑫,catalog,create,13064163,2024-09-09T07:29:24.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/大面板/瑞鑫/20240524画册  压缩版.pdf
室内照明/大面板/瑞鑫/画册20200930_3-瑞鑫.pdf,室内照明,大面板,面板灯,瑞鑫,catalog,create,50038794,2021-09-01T07:32:10.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/大面板/瑞鑫/画册20200930_3-瑞鑫.pdf
室内照明/大面板/新时达/二代欧洲款 无边框/3rd Generation Frameless LED Big Panel Specifications - Wellux.pdf,室内照明,大面板,面板灯,新时达,spec,create,4498152,2024-08-13T09:08:04.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/大面板/新时达/二代欧洲款 无边框/3rd Generation Frameless LED Big Panel Specifications - Wellux.pdf
室内照明/大面板/新时达/二代欧洲款 无边框/刘林姐发-核价单/Frameless LED Big Panel - Wellux 20240814 3Yrs Warranty isolated driver without CE ERP CB.pdf,室内照明,大面板,面板灯,新时达,quotation,create,303266,2024-08-22T09:56:44.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/大面板/新时达/二代欧洲款 无边框/刘林姐发-核价单/Frameless LED Big Panel - Wellux 20240814 3Yrs Warranty isolated driver without CE ERP CB.pdf
室内照明/大面板/新时达/二代欧洲款 无边框/刘林姐发-核价单/Frameless LED Big Panel - Wellux 20240814 3Yrs Warranty non-Isolated driver with CE ERP CB (2).pdf,室内照明,大面板,面板灯,新时达,quotation,create,303760,2024-08-22T09:57:40.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/大面板/新时达/二代欧洲款 无边框/刘林姐发-核价单/Frameless LED Big Panel - Wellux 20240814 3Yrs Warranty non-Isolated driver with CE ERP CB (2).pdf
"室内照明/大面板/新时达/二代欧洲款 无边框/刘林姐发-核价单/Frameless LED Big Panel - Wellux 20240814 3Yrs Warranty non-Isolated driver,without CE CB.pdf",室内照明,大面板,面板灯,新时达,quotation,create,303443,2024-08-22T09:59:00.000Z,文件名/路径含报价或价格关键词,"/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/大面板/新时达/二代欧洲款 无边框/刘林姐发-核价单/Frameless LED Big Panel - Wellux 20240814 3Yrs Warranty non-Isolated driver,without CE CB.pdf"
室内照明/大面板/新时达/二代欧洲款 无边框/刘林姐发-核价单/Frameless LED Big Panel - Wellux 20240814 5Yrs Warranty isolated driver with CE ERP CB (2).pdf,室内照明,大面板,面板灯,新时达,quotation,create,303483,2024-08-22T09:55:12.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/大面板/新时达/二代欧洲款 无边框/刘林姐发-核价单/Frameless LED Big Panel - Wellux 20240814 5Yrs Warranty isolated driver with CE ERP CB (2).pdf
室内照明/大面板/新时达/欧款180LM 2023 规格书.pdf,室内照明,大面板,面板灯,新时达,spec,create,2169469,2023-03-13T02:21:51.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/大面板/新时达/欧款180LM 2023 规格书.pdf
室内照明/大面板/新时达/新时达 高光效大面板灯/新时达 高光效大面板/欧款180LM 规格书(2)(1).pdf,室内照明,大面板,面板灯,新时达,spec,create,10489604,2022-10-24T08:57:38.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/大面板/新时达/新时达 高光效大面板灯/新时达 高光效大面板/欧款180LM 规格书(2)(1).pdf
室内照明/大面板/新时达/新时达 高光效大面板灯/新时达 高光效大面板/LF-GIF040YS 产品规格书V1.0 20210602(1).pdf,室内照明,大面板,面板灯,新时达,spec,create,575486,2022-10-24T08:54:57.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/大面板/新时达/新时达 高光效大面板灯/新时达 高光效大面板/LF-GIF040YS 产品规格书V1.0 20210602(1).pdf
室内照明/风扇灯/风扇灯产品分布(1).pdf,室内照明,风扇灯,风扇灯,风扇灯产品分布(1).pdf,other,create,13668600,2025-10-24T07:12:35.360Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/风扇灯/风扇灯产品分布(1).pdf
室内照明/风扇灯/鸿烁/鸿烁风扇灯画册2025版0312 - 吊扇(1).pdf,室内照明,风扇灯,风扇灯,鸿烁,catalog,create,123726956,2025-10-24T07:12:12.270Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/风扇灯/鸿烁/鸿烁风扇灯画册2025版0312 - 吊扇(1).pdf
室内照明/风扇灯/鸿烁/鸿烁风扇灯画册2025版0312- 卧室扇(1).pdf,室内照明,风扇灯,风扇灯,鸿烁,catalog,create,142449114,2025-10-24T07:12:11.310Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/风扇灯/鸿烁/鸿烁风扇灯画册2025版0312- 卧室扇(1).pdf
室内照明/风扇灯/巨轮/Product catalog 2025-2026.pdf,室内照明,风扇灯,风扇灯,巨轮,catalog,create,59107109,2025-10-13T06:52:48.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/风扇灯/巨轮/Product catalog 2025-2026.pdf
室内照明/风扇灯/伊特/2025年杰莱特风扇产品报价-全.pdf,室内照明,风扇灯,风扇灯,伊特,quotation,create,5001291,2025-06-16T07:59:45.100Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/风扇灯/伊特/2025年杰莱特风扇产品报价-全.pdf
室内照明/风扇灯/伊特/伊特画册 2025.pdf,室内照明,风扇灯,风扇灯,伊特,catalog,create,42067680,2025-06-16T08:00:01.330Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/风扇灯/伊特/伊特画册 2025.pdf
室内照明/风扇灯/伊特/伊特画册 去掉logo/纯风扇/Fan Series - Welfull 2025.pdf,室内照明,风扇灯,风扇灯,伊特,catalog,create,2250209,2025-08-14T03:08:39.520Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/风扇灯/伊特/伊特画册 去掉logo/纯风扇/Fan Series - Welfull 2025.pdf
室内照明/风扇灯/伊特/伊特画册 去掉logo/风扇灯/Ceiling Fan with Light Series Catalogue - Wellux 2025.pdf,室内照明,风扇灯,风扇灯,伊特,catalog,create,2392180,2025-08-14T03:03:02.850Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/风扇灯/伊特/伊特画册 去掉logo/风扇灯/Ceiling Fan with Light Series Catalogue - Wellux 2025.pdf
室内照明/风扇灯/伊特/Ceiling Fan with Light Series - Welfull  20250814.pdf,室内照明,风扇灯,风扇灯,伊特,certificate-report,create,1181273,2025-08-14T09:55:45.180Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/风扇灯/伊特/Ceiling Fan with Light Series - Welfull  20250814.pdf
室内照明/风扇灯/逸亮/2025-catalogue(1).pdf,室内照明,风扇灯,风扇灯,逸亮,catalog,create,8289105,2025-09-17T07:50:05.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/风扇灯/逸亮/2025-catalogue(1).pdf
室内照明/风扇灯/逸亮/Fan lamp(CCT function).pdf,室内照明,风扇灯,风扇灯,逸亮,other,create,419892,2025-09-29T09:29:37.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/风扇灯/逸亮/Fan lamp(CCT function).pdf
室内照明/风扇灯/逸亮/Fan lamp(CCT+RGB function).pdf,室内照明,风扇灯,风扇灯,逸亮,other,create,424168,2025-09-29T09:31:00.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/风扇灯/逸亮/Fan lamp(CCT+RGB function).pdf
室内照明/风扇灯/ZG-瓦数虚标/Ceiling fan with light.pdf,室内照明,风扇灯,风扇灯,ZG-瓦数虚标,certificate-report,create,25018622,2024-12-03T03:38:48.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/风扇灯/ZG-瓦数虚标/Ceiling fan with light.pdf
室内照明/轨道灯/广发 /2025广发最新画册(1).pdf,室内照明,轨道灯,轨道灯,广发,catalog,create,66903851,2025-07-07T02:43:31.840Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/轨道灯/广发 /2025广发最新画册(1).pdf
室内照明/轨道灯/骑明/2023 10月-简信画册.pdf,室内照明,轨道灯,轨道灯,骑明,catalog,create,91567074,2023-12-04T09:26:25.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/轨道灯/骑明/2023 10月-简信画册.pdf
室内照明/轨道灯/铸新/2023-Catalog.pdf,室内照明,轨道灯,轨道灯,铸新,catalog,create,52490916,2024-06-13T02:42:11.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/轨道灯/铸新/2023-Catalog.pdf
室内照明/镜前灯/镜前灯-绍兴凯晟/ks样本册2020-2021.pdf,室内照明,镜前灯,镜前灯,镜前灯-绍兴凯晟,other,create,29786152,2022-07-21T10:57:09.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/镜前灯/镜前灯-绍兴凯晟/ks样本册2020-2021.pdf
室内照明/镜前灯/镜前灯-中山惠尔佳/发客户画册/Bathroom Mirror with Lights - Wellux .pdf,室内照明,镜前灯,镜前灯,镜前灯-中山惠尔佳,catalog,create,45149482,2025-03-27T09:20:34.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/镜前灯/镜前灯-中山惠尔佳/发客户画册/Bathroom Mirror with Lights - Wellux .pdf
室内照明/镜前灯/镜前灯-中山惠尔佳/发客户画册/LED Mirror Light ER - Wellux .pdf,室内照明,镜前灯,镜前灯,镜前灯-中山惠尔佳,catalog,create,8488644,2025-08-22T07:08:25.330Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/镜前灯/镜前灯-中山惠尔佳/发客户画册/LED Mirror Light ER - Wellux .pdf
室内照明/镜前灯/镜前灯-中山惠尔佳/发客户画册/LED Mirror Light US - Wellux .pdf,室内照明,镜前灯,镜前灯,镜前灯-中山惠尔佳,catalog,create,4402812,2025-03-27T09:15:00.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/镜前灯/镜前灯-中山惠尔佳/发客户画册/LED Mirror Light US - Wellux .pdf
室内照明/镜前灯/镜前灯-中山惠尔佳/发客户画册/Wall Lamp & Ceiling Lamp - Wellux .pdf,室内照明,镜前灯,镜前灯,镜前灯-中山惠尔佳,catalog,create,5387249,2025-08-22T07:12:34.050Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/镜前灯/镜前灯-中山惠尔佳/发客户画册/Wall Lamp & Ceiling Lamp - Wellux .pdf
室内照明/镜前灯/镜前灯-中山惠尔佳/非洲报价/Mirror + Mirror Light + Dinning Lamp Quotation - Welfull 20250821.pdf,室内照明,镜前灯,镜前灯,镜前灯-中山惠尔佳,quotation,create,1848277,2025-08-22T07:20:56.010Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/镜前灯/镜前灯-中山惠尔佳/非洲报价/Mirror + Mirror Light + Dinning Lamp Quotation - Welfull 20250821.pdf
室内照明/镜前灯/镜前灯-中山惠尔佳/墨西哥 报价 /Mirror + Mirror Lamp Quotation - Welfull 20250820.pdf,室内照明,镜前灯,镜前灯,镜前灯-中山惠尔佳,quotation,create,1438937,2025-08-20T09:38:13.020Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/镜前灯/镜前灯-中山惠尔佳/墨西哥 报价 /Mirror + Mirror Lamp Quotation - Welfull 20250820.pdf
室内照明/镜前灯/镜前灯-中山惠尔佳/墨西哥 报价 /Wall Light + Spot Light + Ceiling Lamp + Dinning Lamp Quotation - Welfull 20250820.pdf,室内照明,镜前灯,镜前灯,镜前灯-中山惠尔佳,quotation,create,3804187,2025-08-20T09:35:21.570Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/镜前灯/镜前灯-中山惠尔佳/墨西哥 报价 /Wall Light + Spot Light + Ceiling Lamp + Dinning Lamp Quotation - Welfull 20250820.pdf
室内照明/铝型材/百通/Aluminum Profile + Silicone Tube 2024-2025 WELLUX.pdf,室内照明,铝型材,铝型材,百通,other,create,65031528,2025-05-28T09:17:08.500Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/铝型材/百通/Aluminum Profile + Silicone Tube 2024-2025 WELLUX.pdf
室内照明/铝型材/伟润/2025-8/伟润 202508/伟润办公 三面发光套件-外贸报价表2025-8-01.pdf,室内照明,铝型材,铝型材,伟润,quotation,create,2438327,2025-09-25T08:05:42.190Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/铝型材/伟润/2025-8/伟润 202508/伟润办公 三面发光套件-外贸报价表2025-8-01.pdf
室内照明/铝型材/伟润/2025-8/伟润 202508/伟润花边-外贸报价表2025-8-01.pdf,室内照明,铝型材,铝型材,伟润,quotation,create,5113057,2025-09-25T08:15:53.230Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/铝型材/伟润/2025-8/伟润 202508/伟润花边-外贸报价表2025-8-01.pdf
室内照明/铝型材/伟润/2025-8/伟润 202508/伟润经济办公灯铝材套件-外贸报价表2025-8-01.pdf,室内照明,铝型材,线条灯,伟润,quotation,create,1035757,2025-09-25T08:05:44.650Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/铝型材/伟润/2025-8/伟润 202508/伟润经济办公灯铝材套件-外贸报价表2025-8-01.pdf
室内照明/铝型材/伟润/2025-8/伟润 202508/伟润铝业高端铝材-外贸报价表-2025-8-01.pdf,室内照明,铝型材,铝型材,伟润,quotation,create,1255240,2025-09-25T08:15:54.780Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/铝型材/伟润/2025-8/伟润 202508/伟润铝业高端铝材-外贸报价表-2025-8-01.pdf
室内照明/铝型材/伟润/2025-8/伟润 202508/伟润线性铝材套件-外贸报价表2025-8-01.pdf,室内照明,铝型材,铝型材,伟润,quotation,create,10331513,2025-09-25T08:16:06.770Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/铝型材/伟润/2025-8/伟润 202508/伟润线性铝材套件-外贸报价表2025-8-01.pdf
室内照明/铝型材/伟润/伟润办公 三面发光套件外贸报价表2025-4-15.pdf,室内照明,铝型材,铝型材,伟润,quotation,create,2308374,2025-04-27T09:14:33.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/铝型材/伟润/伟润办公 三面发光套件外贸报价表2025-4-15.pdf
室内照明/铝型材/伟润/伟润磁吸轨道报价表2025-4-15.pdf,室内照明,铝型材,铝型材,伟润,quotation,create,1806246,2025-05-26T01:33:20.640Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/铝型材/伟润/伟润磁吸轨道报价表2025-4-15.pdf
室内照明/铝型材/伟润/伟润画册-2024-2.pdf,室内照明,铝型材,铝型材,伟润,catalog,create,121751728,2025-04-14T02:14:29.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/铝型材/伟润/伟润画册-2024-2.pdf
室内照明/铝型材/伟润/伟润经济办公灯铝材套件-外贸报价表2025-4-15.pdf,室内照明,铝型材,线条灯,伟润,quotation,create,1028314,2025-04-27T09:14:48.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/铝型材/伟润/伟润经济办公灯铝材套件-外贸报价表2025-4-15.pdf
室内照明/铝型材/伟润/aluminum profile catalog.pdf,室内照明,铝型材,铝型材,伟润,catalog,create,20330152,2025-12-08T10:13:22.270Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/铝型材/伟润/aluminum profile catalog.pdf
室内照明/台灯/核价/56285_FR_IT_DE_26152本.pdf,室内照明,台灯,台灯,核价,quotation,create,4431591,2023-02-20T07:56:10.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/台灯/核价/56285_FR_IT_DE_26152本.pdf
室内照明/台灯/核价/Instruction of PFT529.pdf,室内照明,台灯,台灯,核价,quotation,create,418023,2022-12-01T09:36:41.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/台灯/核价/Instruction of PFT529.pdf
室内照明/台灯/核价/Instruction of PFT530.pdf,室内照明,台灯,台灯,核价,quotation,create,707359,2022-12-01T09:36:43.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/台灯/核价/Instruction of PFT530.pdf
室内照明/台灯/核价/line drawing of hand carry lamp.pdf,室内照明,台灯,台灯,核价,quotation,create,2865333,2022-12-01T09:36:10.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/台灯/核价/line drawing of hand carry lamp.pdf
室内照明/台灯/核价/line drawing of table lamp.pdf,室内照明,台灯,台灯,核价,quotation,create,407879,2022-12-01T09:36:06.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/台灯/核价/line drawing of table lamp.pdf
室内照明/台灯/嘉尔报价/-台灯册子.pdf,室内照明,台灯,台灯,嘉尔报价,quotation,create,15394541,2023-02-09T06:05:21.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/台灯/嘉尔报价/-台灯册子.pdf
室内照明/台灯/嘉尔报价/台灯-投光灯新品发布V1.0(1)_20221008143549.pdf,室内照明,台灯,台灯,嘉尔报价,quotation,create,493954,2022-11-18T07:17:27.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/台灯/嘉尔报价/台灯-投光灯新品发布V1.0(1)_20221008143549.pdf
室内照明/台灯/临海吉多仕/JNS-ESH-P23060436-R2-signed(1).pdf,室内照明,台灯,台灯,临海吉多仕,other,create,10397189,2025-04-24T11:55:37.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/台灯/临海吉多仕/JNS-ESH-P23060436-R2-signed(1).pdf
室内照明/台灯/中山益勤画册/台艺2021.pdf,室内照明,台灯,台灯,中山益勤画册,catalog,create,25210647,2022-11-16T07:44:06.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/台灯/中山益勤画册/台艺2021.pdf
室内照明/台灯/中山益勤画册/台艺2022.pdf,室内照明,台灯,台灯,中山益勤画册,catalog,create,8879211,2022-11-16T07:44:25.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/台灯/中山益勤画册/台艺2022.pdf
室内照明/台灯/中山益勤画册/new catalogues 2020-9-261.pdf,室内照明,台灯,台灯,中山益勤画册,catalog,create,12821838,2022-11-16T07:44:20.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/台灯/中山益勤画册/new catalogues 2020-9-261.pdf
室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/7W-3000K-冷态.pdf,室内照明,筒灯,筒灯,光极,certificate-report,create,101290,2022-08-10T08:12:06.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/7W-3000K-冷态.pdf
室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/7W-3000K-热态.pdf,室内照明,筒灯,筒灯,光极,certificate-report,create,101153,2022-08-10T08:42:22.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/7W-3000K-热态.pdf
室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/7W-4000K-冷态.pdf,室内照明,筒灯,筒灯,光极,certificate-report,create,101086,2022-08-10T08:09:37.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/7W-4000K-冷态.pdf
