path,category,factory,classification,reason,estimated_products
户外照明 工业照明/户外工厂/中千/202209/核价Wellux Quotation of solar floodlight and street light 20220907.xlsx,投光灯,中千,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,25
户外照明 工业照明/户外工厂/中千/202302/汇孚梦蝶专属太阳能投光灯Quotation of Solar Light from Zhongqian  202302.xlsx,投光灯,中千,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,18
户外照明 工业照明/户外工厂/中千/202304/副本汇孚太阳能系列产品报价单2023年4月26日(2).xlsx,投光灯,中千,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,38
户外照明 工业照明/户外工厂/中千/202304/汇孚太阳能投光灯Quotation of Solar Light from Zhongqian  202304.xlsx,投光灯,中千,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,17
户外照明 工业照明/户外工厂/中千/202304/中千 汇孚太阳能系列产品报价单2023年4月1日(1).xlsx,投光灯,中千,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,38
户外照明 工业照明/户外工厂/中千/202304/中千 投光灯报价单2023年4月20日  恒星+聚亮+多功能壁灯.xlsx,投光灯,中千,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,30
户外照明 工业照明/户外工厂/中千/202306+07/汇浮投光灯报价单2023年7月21日  恒星+聚亮.xlsx,投光灯,中千,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,34
户外照明 工业照明/户外工厂/中千/20230830/汇浮投光灯报价单2023年8月30日  太阳能报价单.xlsx,投光灯,中千,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,90
户外照明 工业照明/户外工厂/中千/202310/汇浮投光灯报价单2023年10月11日  太阳能报价单.xlsx,投光灯,中千,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,112
户外照明 工业照明/户外工厂/中千/202310/汇浮投光灯报价单2023年10月25日  太阳能报价单新.xlsx,投光灯,中千,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,98
户外照明 工业照明/户外工厂/中千/202402+03/汇浮投光灯报价单2024年2月22日  太阳能报价单新(1).xlsx,投光灯,中千,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,113
户外照明 工业照明/户外工厂/中千/202410/汇浮太阳能报价单2024年10月7日  小品.xlsx,投光灯,中千,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,17
户外照明 工业照明/户外工厂/中千/202410/汇浮投光灯报价单2024年10月12日  太阳能报价单已做开的产品更新.xlsx,投光灯,中千,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,32
户外照明 工业照明/户外工厂/中千/202410/汇浮投光灯报价单2024年10月14日  太阳能报价单新.xlsx,投光灯,中千,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,113
户外照明 工业照明/户外工厂/中千/202504+06/汇浮投光灯报价单2025年4月11日  太阳能报价单新.xlsx,投光灯,中千,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,113
户外照明 工业照明/户外工厂/中千/202510/汇孚太阳能投光灯荣星感应系列新报价单20251013.xlsx,投光灯,中千,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,8
户外照明 工业照明/户外工厂/中千/202601/汇浮太阳能报价单2026年1月19日.xlsx,投光灯,中千,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,34
户外照明 工业照明/户外工厂/中千/202601/汇浮太阳能投光灯报价单2026年3月17日.xlsx,投光灯,中千,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,113
户外照明 工业照明/户外工厂/中屹/中山中屹 报价 20230626/2年无边框线性投光灯报价单230918.xlsx,投光灯,中屹,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,11
户外照明 工业照明/户外工厂/中屹/中山中屹 报价 20230626/2年无边框DOB投光灯报价单230918.xlsx,投光灯,中屹,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,11
户外照明 工业照明/户外工厂/中屹/中山中屹 报价 20230626/无边框线性投光灯报价单230918.xlsx,投光灯,中屹,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,11
户外照明 工业照明/户外工厂/中屹/中山中屹 报价 20230626/无边框DOB投光灯报价单230918.xlsx,投光灯,中屹,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,11
户外照明 工业照明/户外工厂/中屹/中山中屹 报价 20230626/小苹果16DOB投光灯10-600W0.9功率报价单2023.04.20(1).xlsx,投光灯,中屹,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,12
户外照明 工业照明/户外工厂/中屹/HEATHER无边款线性投光灯含税价格2023.11.28(1).xlsx,投光灯,中屹,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,14
户外照明 工业照明/户外工厂/工矿灯- 帝景/帝景光电K se系列 UFO报价2024年4月13日.xlsx,Highbay,工矿灯- 帝景,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,10
户外照明 工业照明/户外工厂/工矿灯- 帝景/Price List - K Series (Lifud) - Goldenlux-S.xlsx,Highbay,工矿灯- 帝景,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,52
户外照明 工业照明/户外工厂/工矿灯- 帝景/Price List - K(SE) 170LPW - Goldenlux - S - 111 - RMB.xlsx,Highbay,工矿灯- 帝景,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,12
户外照明 工业照明/户外工厂/工矿灯-隆景/2023年10月/LED UFO HIGHBAY Qutation-汇孚202310(2).xlsx,Highbay,工矿灯-隆景,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,14
户外照明 工业照明/户外工厂/工矿灯-隆景/2023年3月/经济款 & LED DOB AC220V UFO Highbay Price（含税）202303.xlsx,Highbay,工矿灯-隆景,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,14
户外照明 工业照明/户外工厂/工矿灯-隆景/2023年3月/经济款 & LED Driver UFO Highbay Price（含税）202303-汇孚.xlsx,Highbay,工矿灯-隆景,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,12
户外照明 工业照明/户外工厂/工矿灯-隆景/2023年3月/认证款 & LED Driver UFO Highbay Price（含税）202303-汇孚.xlsx,Highbay,工矿灯-隆景,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,12
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/规格书资料/HA UFO High bay Data Sheet.xlsx,Highbay,工矿灯-隆景,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,45
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED 工矿灯 HA款系列/隆景-汇孚展会价格表HA  特价.xlsx,Highbay,工矿灯-隆景,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,24
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/LED UFO HIGHBAY Qutation-汇孚2024 -10月份广交会.xlsx,Highbay,工矿灯-隆景,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,14
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年10月/TO 汇孚Driver --UFO Highbay PANORAMA(2)(1)隆景.xlsx,Highbay,工矿灯-隆景,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,34
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年4月/2024 DOB产品报价.xlsx,Highbay,工矿灯-隆景,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,33
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年4月/LED UFO HIGHBAY Qutation-汇孚2024.xlsx,Highbay,工矿灯-隆景,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,14
户外照明 工业照明/户外工厂/工矿灯-隆景/2024年4月/TO 汇孚 Driver --UFO Highbay PANORAMA HV+志和+莱福德+飞利浦(2).xlsx,Highbay,工矿灯-隆景,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,43
户外照明 工业照明/户外工厂/工矿灯-隆景/2025年10月/HB503/HB503/温升数据/HB503--100W温度测试-06-30.xlsx,Highbay,工矿灯-隆景,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,119
户外照明 工业照明/户外工厂/工矿灯-隆景/2025年10月/HB503/HB503/温升数据/HB503--150W温度测试-07-02.xlsx,Highbay,工矿灯-隆景,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,119
户外照明 工业照明/户外工厂/工矿灯-隆景/2025年10月/HB503/HB503/温升数据/HB503--200W温度测试-06-29.xlsx,Highbay,工矿灯-隆景,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,119
户外照明 工业照明/户外工厂/工矿灯-隆景/2025年10月/LED Highbay DOB Quation 2025T.xlsx,Highbay,工矿灯-隆景,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,22
户外照明 工业照明/户外工厂/工矿灯-隆景/2025年10月/LED Highbay Driver Quation 2025T.xlsx,Highbay,工矿灯-隆景,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,26
户外照明 工业照明/户外工厂/工矿灯-隆景/2025年6月 /副本LED Highbay Quation-HR 2025T.xlsx,Highbay,工矿灯-隆景,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,7
户外照明 工业照明/户外工厂/工矿灯-隆景/2025年6月 /HR款系列/Panorama- 2024 LED HIGHBAY Qutation.xlsx,Highbay,工矿灯-隆景,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,8
户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/核价 LED Highbay HY Series Quotation - Welfull - 2022-6-7.xlsx,Highbay,工矿灯-隆景,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,23
户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/刘林姐发-核价wellux quotation of led highbay 20221021.xls,Highbay,工矿灯-隆景,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,32
户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/隆景 高清照片视频/工矿灯装箱明细表.xlsx,Highbay,工矿灯-隆景,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,25
户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/LED Highbay HY Series Quotation - Welfull/LED Highbay HY Series Quotation - Welfull - 2022-4-6.xlsx,Highbay,工矿灯-隆景,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,7
户外照明 工业照明/户外工厂/凯晟德/2023年9月/KCD HB-H Price list for High bay light 20230919.xlsx,Highbay,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,38
户外照明 工业照明/户外工厂/凯晟德/2023年9月/KCD HE-H HIGHBAY qoutation  230919.xlsx,Highbay,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,42
户外照明 工业照明/户外工厂/凯晟德/2023年9月/KCD HE03 HIGHBAY qoutation230919.xlsx,Highbay,凯晟德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,78
户外照明 工业照明/户外工厂/凯晟德/2024年4月/汇孚2024产品报价更新/汇孚2024产品报价更新/HB-H Price list for High bay light 20240521.xlsx,Highbay,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,38
户外照明 工业照明/户外工厂/凯晟德/2024年4月/汇孚2024产品报价更新/汇孚2024产品报价更新/KCD HE-H HIGHBAY qoutation  240521.xlsx,Highbay,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,58
户外照明 工业照明/户外工厂/凯晟德/2024年4月/汇孚2024产品报价更新/汇孚2024产品报价更新/KCD HE03 HIGHBAY qoutation240521.xlsx,Highbay,凯晟德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,84
户外照明 工业照明/户外工厂/绿晟/绿晟产品价格表202403/工矿灯/绿晟-UFO HB02报价单LS202304_冲突文件_lenovo_20240827100402.xls,Highbay,绿晟,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,17
户外照明 工业照明/户外工厂/绿晟/绿晟产品价格表202403/工矿灯/绿晟-UFO HB02报价单LS202304.xls,Highbay,绿晟,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,17
户外照明 工业照明/户外工厂/伊特/伊特给 图片和技术资料/战神工矿灯/伊特电子UFO最新报价 - 含税 2020-3.xlsx,Highbay,伊特,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,5
户外照明 工业照明/户外工厂/伊特/伊特给 图片和技术资料/战神工矿灯/UFO伊特压铸新款装箱尺寸-带驱动.xlsx,Highbay,伊特,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,10
户外照明 工业照明/户外工厂/伊特/伊特给 图片和技术资料/战神工矿灯/UFO伊特压铸新款装箱尺寸-线性 - 出口.xlsx,Highbay,伊特,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,4
室内照明/磁吸灯/汇盈聚/磁吸灯 推广/发客户/20系列/核价 磁吸1_Wellux Quotation of  Magnetic 20 Series-2021.11.17.xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,66
室内照明/磁吸灯/汇盈聚/磁吸灯 推广/发客户/20系列/Wellux Quotation of  Magnetic 20 Series-2021.12.2.xlsx,磁吸灯,汇盈聚,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,66
室内照明/磁吸灯/汇盈聚/磁吸灯 推广/发客户/20系列/Wellux RMB Quotation of  Magnetic 20 Series-2021.12-01.xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,64
室内照明/磁吸灯/汇盈聚/磁吸灯 推广/发客户/圆系列/核价Wellux-Round Magnetic Lighting System Quotation-2021-12-1.xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,57
室内照明/磁吸灯/汇盈聚/磁吸灯 推广/发客户/圆系列/SI LI异形磁吸道轨组合报价-浙江汇孚-2021年11月.xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,57
室内照明/磁吸灯/汇盈聚/磁吸灯 推广/发客户/圆系列/Wellux-RMB Round Magnetic Lighting System Quotation-2021-12-1.xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,56
室内照明/磁吸灯/汇盈聚/磁吸灯 推广/发客户/Wellux Quotation of  Magnetic 20 Series-2021.11.xlsx,磁吸灯,汇盈聚,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,66
室内照明/磁吸灯/汇盈聚/磁吸灯 推广/汇盈聚视频/汇盈聚报价/汇盈报价单（20系列道轨）浙江汇孚-2021年11月(1).xlsx,磁吸灯,汇盈聚,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,34
室内照明/磁吸灯/汇盈聚/磁吸灯 推广/汇盈聚视频/汇盈聚报价/汇盈报价单（20系列灯具）浙江汇孚-2021年11月(1).xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,21
室内照明/磁吸灯/汇盈聚/磁吸灯 推广/汇盈聚视频/汇盈聚报价/汇盈报价单（20系列配件）浙江汇孚-2021年11月(1).xlsx,磁吸灯,汇盈聚,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,34
室内照明/磁吸灯/汇盈聚/磁吸灯 推广/汇盈聚视频/汇盈聚报价/SI LI异形磁吸道轨组合报价-浙江汇孚-2021年11月.xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,54
室内照明/磁吸灯/汇盈聚/磁吸灯 推广/林姐给的/核价PI&PL-W1120L080 2020.10.22.xls,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,35
室内照明/磁吸灯/汇盈聚/磁吸灯 推广/林姐给的/核价wellux quotation for Switch power supply 2020.08.18(2).xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,36
室内照明/磁吸灯/汇盈聚/磁吸灯 推广/林姐给的/核价Wellux Quotation of Meanwell driver-2020.09.14更新.xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,17
室内照明/磁吸灯/汇盈聚/磁吸灯 推广/林姐给的/Sample PI&PL-W1120L080 2020.10.22.xls,磁吸灯,汇盈聚,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,34
室内照明/磁吸灯/汇盈聚/汇盈聚超薄轨道灯/核价Ultra Thin LED Magnetic Track Light - Wellux - 20220926.xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,43
室内照明/磁吸灯/汇盈聚/汇盈聚超薄轨道灯/汇盈聚 磁吸灯最新报价 20230106/20 size Magic lighting fixture quotation sheet from WELLUX.xlsx,磁吸灯,汇盈聚,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,32
室内照明/磁吸灯/汇盈聚/汇盈聚超薄轨道灯/汇盈聚 磁吸灯最新报价 20230106/SI LI汇盈聚-超薄磁吸报价2024-04(RMB）.xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,39
室内照明/磁吸灯/汇盈聚/汇盈聚超薄轨道灯/汇盈聚 磁吸灯最新报价 20230106/SI LI汇盈聚（V20）35-20-16-15-20MINI磁吸道轨报价2023-01-01.xlsx,磁吸灯,汇盈聚,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,114
室内照明/磁吸灯/汇盈聚/汇盈聚超薄轨道灯/汇盈聚 磁吸灯最新报价 20230106/SI LI汇盈聚17-30-35超薄磁吸报价2022-09.xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,29
室内照明/磁吸灯/汇盈聚/汇盈聚磁吸灯 20系列/20款磁吸报价(A款）2025-03-15.xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,33
室内照明/磁吸灯/汇盈聚/汇盈聚磁吸灯 20系列/汇盈聚报价单（20轨道）2022-07-26.xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,42
室内照明/磁吸灯/汇盈聚/汇盈聚磁吸灯 20系列/汇盈聚报价单（20系列灯具）2022-07-26.xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,32
室内照明/磁吸灯/汇盈聚/汇盈聚磁吸灯 20系列/Magnetic Track System 20 Series  - Wellux 20241029.xlsx,磁吸灯,汇盈聚,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,71
室内照明/磁吸灯/汇盈聚/汇盈聚磁吸灯 20系列/SI LI汇盈聚-20款磁吸报价2024-10-15-.xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,71
室内照明/磁吸灯/汇盈聚/汇盈聚磁吸灯 20系列/SI LI汇盈聚-20款磁吸报价2024-11-15-1.xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,71
室内照明/磁吸灯/汇盈聚/新款 M05+S06/给R3D 报价 老价格/核价 - Magnetic Track System 05 Series  - Wellux 20241029.xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,51
室内照明/磁吸灯/汇盈聚/新款 M05+S06/给R3D 报价 老价格/核价 - Magnetic Track System 06 Series  - Wellux 20241029.xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,39
室内照明/磁吸灯/汇盈聚/新款 M05+S06/给R3D 报价 老价格/Magnetic Track System 05 Series  - Wellux 20241029 - To R3D.xlsx,磁吸灯,汇盈聚,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,51
室内照明/磁吸灯/汇盈聚/新款 M05+S06/给R3D 报价 老价格/Magnetic Track System 06 Series  - Wellux 20241029 - To R3D.xlsx,磁吸灯,汇盈聚,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,39
室内照明/磁吸灯/汇盈聚/新款 M05+S06/M05-M10款磁吸报价-2025-03-01.xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,51
室内照明/磁吸灯/汇盈聚/新款 M05+S06/SI LI汇盈聚-M05款磁吸报价2024-10-25-.xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,51
室内照明/磁吸灯/汇盈聚/新款 M05+S06/SI LI汇盈聚-S06款软道轨报价2024-10-25-.xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,39
室内照明/磁吸灯/汇盈聚/新款 M05+S06/To DENI - Magnetic Track System 05 Series  - Wellux 20250320.xlsx,磁吸灯,汇盈聚,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,51
室内照明/磁吸灯/汇盈聚/异形 圆形/询价 圆形异形 明装吊装磁吸灯20系列 - 汇孚 20241206(1).xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,27
室内照明/磁吸灯/汇盈聚/异形 圆形/SI LI异形磁吸道轨组合报价2024-11-19(1).xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,33
室内照明/磁吸灯/汇盈聚/中山市汇盈聚照明报价表2021-12-3.xlsx,磁吸灯,汇盈聚,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,5
室内照明/磁吸灯/鹏荣202410/磁吸灯具报价.xls,磁吸灯,鹏荣202410,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,30
室内照明/磁吸灯/鹏荣202410/磁吸轨道报价.xls,磁吸灯,鹏荣202410,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,63
室内照明/磁吸灯/鹏荣202410/鹏荣照明26超薄磁吸报价表.xls,磁吸灯,鹏荣202410,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,9
室内照明/磁吸灯/鹏荣202410/鹏荣照明26超薄磁吸灯报价.xlsx,磁吸灯,鹏荣202410,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,40
室内照明/磁吸灯/一群狼/磁吸灯20款全配置 系列价格（含税）出厂价  202406.xlsx,磁吸灯,一群狼,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,15
室内照明/磁吸灯/一群狼/磁吸灯20款全配置 系列价格（含税）出厂价  202410(5) 一群狼.xlsx,磁吸灯,一群狼,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,15
室内照明/风扇灯/核价- WELLUX FAN CEILING LAMP QUOTATION -2025.10.13 (3).xlsx,风扇灯,核价- WELLUX FAN CEILING LAMP QUOTATION -2025.10.13 (3).xlsx,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,16
室内照明/风扇灯/鸿烁/风扇灯含税报价表格-25.7.xls,风扇灯,鸿烁,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,45
室内照明/风扇灯/鸿烁/风扇灯含税报价表格9.29.xls,风扇灯,鸿烁,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,11
室内照明/风扇灯/鸿烁/鸿烁照明隐形扇系列报价.xls,风扇灯,鸿烁,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,114
室内照明/风扇灯/鸿烁/鸿硕风扇灯最新报价表.xlsx,风扇灯,鸿烁,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,19
室内照明/风扇灯/进成/风扇灯报价（汇孚）(3)(2).xlsx,风扇灯,进成,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,12
室内照明/风扇灯/巨轮/巨轮科技报价单2025.xls,风扇灯,巨轮,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,15
室内照明/风扇灯/凯盛德/202511/DC quotation for fan light-- 杭州汇孚（东南亚市场） .xlsx,风扇灯,凯盛德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,115
室内照明/风扇灯/凯盛德/202511/DC quotation for fan light-- 杭州汇孚（南美市场）.xlsx,风扇灯,凯盛德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,115
室内照明/风扇灯/凯盛德/202511/DC quotation for fan light-- 杭州汇孚（欧洲市场）.xlsx,风扇灯,凯盛德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,115
室内照明/风扇灯/凯盛德/202511/E27风扇灯报价--- 汇孚（南美市场） .xlsx,风扇灯,凯盛德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,53
室内照明/风扇灯/凯盛德/风扇灯报价- 东南亚.xlsx,风扇灯,凯盛德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,105
室内照明/风扇灯/凯盛德/风扇灯报价-欧洲热销款式.xlsx,风扇灯,凯盛德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,103
室内照明/风扇灯/凯盛德/风扇灯报价-中东热销款式.xlsx,风扇灯,凯盛德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,99
室内照明/风扇灯/凯盛德/佛山得晟E27系列风扇的报价.xlsx,风扇灯,凯盛德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,55
室内照明/风扇灯/伊特/2025年杰莱特风扇灯报价 含税.xlsx,风扇灯,伊特,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,16
室内照明/风扇灯/伊特/发价格敏感客户 副本核价  - Fan Series Welfull  2025    年杰莱特风扇产品报价-全-最新_风扇灯_副本.xlsx,风扇灯,伊特,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,30
室内照明/风扇灯/伊特/副本核价  - Fan Series Welfull  2025    年杰莱特风扇产品报价-全-最新_风扇灯.xlsx,风扇灯,伊特,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列；全新品类,30
室内照明/风扇灯/伊特/副本核价  - Fan Series Welfull  2025   Solar & AC Fan -全-太阳能和市电风扇.xlsx,风扇灯,伊特,needs-review,SheetJS 读取失败或跳过：文件超过 100MB，跳过 SheetJS 深读（180.5 MB）；全新品类,0
室内照明/风扇灯/伊特/工厂报价  - Fan Series Welfull  2025    年杰莱特风扇产品报价-全-太阳能和市电风扇.xlsx,风扇灯,伊特,needs-review,SheetJS 读取失败或跳过：文件超过 100MB，跳过 SheetJS 深读（180.5 MB）；全新品类,0
室内照明/风扇灯/伊特/Ceiling Fan with Light Series - Welfull  20250814.xlsx,风扇灯,伊特,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号；全新品类,30
